student_email,semester,sgpa
balvan.sheth182@example.com,6,8.73
balvan.sheth182@example.com,7,8.89
balvan.sheth182@example.com,8,8.62
balhaar.bala183@example.com,1,6.39
balhaar.bala183@example.com,2,6.27
balhaar.bala183@example.com,3,7.11
balhaar.bala183@example.com,4,9.96
balhaar.bala183@example.com,5,7.29
balhaar.bala183@example.com,6,9.99
balhaar.bala183@example.com,7,9.52
balhaar.bala183@example.com,8,6.31
guneet.cherian184@example.com,1,6.88
guneet.cherian184@example.com,2,9.71
guneet.cherian184@example.com,3,8.37
guneet.cherian184@example.com,4,7.76
guneet.cherian184@example.com,5,6.02
guneet.cherian184@example.com,6,9.87
guneet.cherian184@example.com,7,8.45
guneet.cherian184@example.com,8,9.4
parth.mani185@example.com,1,9.14
parth.mani185@example.com,2,9.83
parth.mani185@example.com,3,9.85
parth.mani185@example.com,4,6.52
parth.mani185@example.com,5,7.67
parth.mani185@example.com,6,8.83
parth.mani185@example.com,7,8.34
parth.mani185@example.com,8,8.21
raksha.raju186@example.com,1,7.84
raksha.raju186@example.com,2,8.65
raksha.raju186@example.com,3,9.59
raksha.raju186@example.com,4,8.69
raksha.raju186@example.com,5,8.2
raksha.raju186@example.com,6,6.21
raksha.raju186@example.com,7,7.95
raksha.raju186@example.com,8,7.39
shivansh.kara187@example.com,1,9.27
shivansh.kara187@example.com,2,8.75
shivansh.kara187@example.com,3,8.16
shivansh.kara187@example.com,4,9.74
shivansh.kara187@example.com,5,7.52
shivansh.kara187@example.com,6,9.11
shivansh.kara187@example.com,7,6.81
shivansh.kara187@example.com,8,9.39
vrinda.kapoor188@example.com,1,7.35
vrinda.kapoor188@example.com,2,6.14
vrinda.kapoor188@example.com,3,7.31
vrinda.kapoor188@example.com,4,8.16
vrinda.kapoor188@example.com,5,8.64
vrinda.kapoor188@example.com,6,9.87
vrinda.kapoor188@example.com,7,7.14
vrinda.kapoor188@example.com,8,7.47
pavani.tak189@example.com,1,6.79
pavani.tak189@example.com,2,9.28
pavani.tak189@example.com,3,6.33
pavani.tak189@example.com,4,8.55
pavani.tak189@example.com,5,8.85
pavani.tak189@example.com,6,7.33
pavani.tak189@example.com,7,8.51
pavani.tak189@example.com,8,9.47
zarna.rege190@example.com,1,8.45
zarna.rege190@example.com,2,7.78
zarna.rege190@example.com,3,8.94
zarna.rege190@example.com,4,7.5
zarna.rege190@example.com,5,6.0
zarna.rege190@example.com,6,8.23
zarna.rege190@example.com,7,6.76
zarna.rege190@example.com,8,7.94
anjali.prasad191@example.com,1,7.97
anjali.prasad191@example.com,2,7.8
anjali.prasad191@example.com,3,7.78
anjali.prasad191@example.com,4,7.46
anjali.prasad191@example.com,5,9.74
anjali.prasad191@example.com,6,7.07
anjali.prasad191@example.com,7,6.67
anjali.prasad191@example.com,8,6.43
advay.bath192@example.com,1,6.71
advay.bath192@example.com,2,9.36
advay.bath192@example.com,3,7.53
advay.bath192@example.com,4,6.7
advay.bath192@example.com,5,8.33
advay.bath192@example.com,6,7.69
advay.bath192@example.com,7,8.4
advay.bath192@example.com,8,7.9
ojasvi.bumb193@example.com,1,8.22
ojasvi.bumb193@example.com,2,7.42
ojasvi.bumb193@example.com,3,8.43
ojasvi.bumb193@example.com,4,8.2
ojasvi.bumb193@example.com,5,7.98
ojasvi.bumb193@example.com,6,8.14
ojasvi.bumb193@example.com,7,9.09
ojasvi.bumb193@example.com,8,8.84
nitara.misra194@example.com,1,6.35
nitara.misra194@example.com,2,6.44
nitara.misra194@example.com,3,9.98
nitara.misra194@example.com,4,9.87
nitara.misra194@example.com,5,7.41
nitara.misra194@example.com,6,8.61
nitara.misra194@example.com,7,8.47
nitara.misra194@example.com,8,6.47
onveer.ray195@example.com,1,9.61
onveer.ray195@example.com,2,8.01
onveer.ray195@example.com,3,6.93
onveer.ray195@example.com,4,7.95
onveer.ray195@example.com,5,9.59
onveer.ray195@example.com,6,7.29
onveer.ray195@example.com,7,9.67
onveer.ray195@example.com,8,9.4
logan.johal196@example.com,1,7.63
logan.johal196@example.com,2,8.35
logan.johal196@example.com,3,7.12
logan.johal196@example.com,4,7.79
logan.johal196@example.com,5,7.41
logan.johal196@example.com,6,6.62
logan.johal196@example.com,7,9.31
logan.johal196@example.com,8,9.95
mitali.handa197@example.com,1,8.21
mitali.handa197@example.com,2,8.1
mitali.handa197@example.com,3,7.78
mitali.handa197@example.com,4,6.28
mitali.handa197@example.com,5,6.72
mitali.handa197@example.com,6,7.68
mitali.handa197@example.com,7,6.31
mitali.handa197@example.com,8,7.5
benjamin.konda198@example.com,1,9.44
benjamin.konda198@example.com,2,6.66
benjamin.konda198@example.com,3,9.31
benjamin.konda198@example.com,4,6.2
benjamin.konda198@example.com,5,9.44
benjamin.konda198@example.com,6,7.34
benjamin.konda198@example.com,7,8.5
benjamin.konda198@example.com,8,8.57
bakhshi.lad199@example.com,1,9.51
bakhshi.lad199@example.com,2,6.0
bakhshi.lad199@example.com,3,9.48
bakhshi.lad199@example.com,4,7.14
bakhshi.lad199@example.com,5,6.45
bakhshi.lad199@example.com,6,7.99
bakhshi.lad199@example.com,7,6.1
bakhshi.lad199@example.com,8,9.16
jagat.vyas200@example.com,1,6.94
jagat.vyas200@example.com,2,7.7
jagat.vyas200@example.com,3,9.25
jagat.vyas200@example.com,4,9.14
jagat.vyas200@example.com,5,8.72
jagat.vyas200@example.com,6,9.56
jagat.vyas200@example.com,7,8.42
jagat.vyas200@example.com,8,8.52
vedhika.singh201@example.com,1,8.31
vedhika.singh201@example.com,2,7.57
vedhika.singh201@example.com,3,6.7
vedhika.singh201@example.com,4,9.87
vedhika.singh201@example.com,5,8.32
vedhika.singh201@example.com,6,7.3
vedhika.singh201@example.com,7,8.96
vedhika.singh201@example.com,8,7.01
dakshesh.deshmukh202@example.com,1,9.29
dakshesh.deshmukh202@example.com,2,7.11
dakshesh.deshmukh202@example.com,3,8.04
dakshesh.deshmukh202@example.com,4,7.89
dakshesh.deshmukh202@example.com,5,8.48
dakshesh.deshmukh202@example.com,6,8.16
dakshesh.deshmukh202@example.com,7,6.34
dakshesh.deshmukh202@example.com,8,6.8
gaurika.borde203@example.com,1,8.55
gaurika.borde203@example.com,2,6.92
gaurika.borde203@example.com,3,8.85
gaurika.borde203@example.com,4,9.25
gaurika.borde203@example.com,5,8.72
gaurika.borde203@example.com,6,8.96
gaurika.borde203@example.com,7,7.77
gaurika.borde203@example.com,8,9.19
balhaar.kohli204@example.com,1,7.74
balhaar.kohli204@example.com,2,9.76
balhaar.kohli204@example.com,3,9.99
balhaar.kohli204@example.com,4,8.26
balhaar.kohli204@example.com,5,8.43
balhaar.kohli204@example.com,6,9.48
balhaar.kohli204@example.com,7,6.52
balhaar.kohli204@example.com,8,8.74
jyoti.kapadia205@example.com,1,9.4
jyoti.kapadia205@example.com,2,7.57
jyoti.kapadia205@example.com,3,8.59
jyoti.kapadia205@example.com,4,7.66
jyoti.kapadia205@example.com,5,6.17
jyoti.kapadia205@example.com,6,6.69
jyoti.kapadia205@example.com,7,9.14
jyoti.kapadia205@example.com,8,7.42
ronith.sen206@example.com,1,9.69
ronith.sen206@example.com,2,7.22
ronith.sen206@example.com,3,6.32
ronith.sen206@example.com,4,9.88
ronith.sen206@example.com,5,7.03
ronith.sen206@example.com,6,6.37
ronith.sen206@example.com,7,8.02
ronith.sen206@example.com,8,9.47
wahab.shroff207@example.com,1,7.11
wahab.shroff207@example.com,2,8.49
wahab.shroff207@example.com,3,8.7
wahab.shroff207@example.com,4,8.52
wahab.shroff207@example.com,5,9.24
wahab.shroff207@example.com,6,9.37
wahab.shroff207@example.com,7,9.51
wahab.shroff207@example.com,8,9.53
kala.shenoy208@example.com,1,9.83
kala.shenoy208@example.com,2,9.87
kala.shenoy208@example.com,3,6.42
kala.shenoy208@example.com,4,9.09
kala.shenoy208@example.com,5,7.22
kala.shenoy208@example.com,6,8.12
kala.shenoy208@example.com,7,9.24
kala.shenoy208@example.com,8,7.52
jalsa.chatterjee209@example.com,1,9.23
jalsa.chatterjee209@example.com,2,7.94
jalsa.chatterjee209@example.com,3,7.91
jalsa.chatterjee209@example.com,4,6.16
jalsa.chatterjee209@example.com,5,6.96
jalsa.chatterjee209@example.com,6,8.29
jalsa.chatterjee209@example.com,7,6.32
jalsa.chatterjee209@example.com,8,9.65
jasmit.roy210@example.com,1,8.44
jasmit.roy210@example.com,2,7.96
jasmit.roy210@example.com,3,7.59
jasmit.roy210@example.com,4,7.17
jasmit.roy210@example.com,5,6.64
jasmit.roy210@example.com,6,6.11
jasmit.roy210@example.com,7,9.51
jasmit.roy210@example.com,8,9.93
aahana.misra211@example.com,1,6.21
aahana.misra211@example.com,2,7.46
aahana.misra211@example.com,3,6.54
aahana.misra211@example.com,4,7.81
aahana.misra211@example.com,5,7.74
aahana.misra211@example.com,6,8.46
aahana.misra211@example.com,7,9.32
aahana.misra211@example.com,8,8.51
priya.vala212@example.com,1,6.16
priya.vala212@example.com,2,8.06
priya.vala212@example.com,3,9.09
priya.vala212@example.com,4,6.85
priya.vala212@example.com,5,6.63
priya.vala212@example.com,6,7.02
priya.vala212@example.com,7,7.57
priya.vala212@example.com,8,9.3
suhani.goswami213@example.com,1,7.41
suhani.goswami213@example.com,2,7.13
suhani.goswami213@example.com,3,6.46
suhani.goswami213@example.com,4,7.3
suhani.goswami213@example.com,5,7.98
suhani.goswami213@example.com,6,7.19
suhani.goswami213@example.com,7,6.52
suhani.goswami213@example.com,8,8.14
faras.pal214@example.com,1,6.04
faras.pal214@example.com,2,8.61
faras.pal214@example.com,3,8.2
faras.pal214@example.com,4,6.59
faras.pal214@example.com,5,6.75
faras.pal214@example.com,6,8.86
faras.pal214@example.com,7,9.81
faras.pal214@example.com,8,9.92
jonathan.balay215@example.com,1,9.32
jonathan.balay215@example.com,2,7.53
jonathan.balay215@example.com,3,8.27
jonathan.balay215@example.com,4,9.96
jonathan.balay215@example.com,5,7.19
jonathan.balay215@example.com,6,9.66
jonathan.balay215@example.com,7,7.45
jonathan.balay215@example.com,8,7.85
chatura.nagar216@example.com,1,9.72
chatura.nagar216@example.com,2,6.78
chatura.nagar216@example.com,3,7.13
chatura.nagar216@example.com,4,8.98
chatura.nagar216@example.com,5,9.57
chatura.nagar216@example.com,6,7.71
chatura.nagar216@example.com,7,8.83
chatura.nagar216@example.com,8,6.81
zarna.contractor217@example.com,1,8.05
zarna.contractor217@example.com,2,6.85
zarna.contractor217@example.com,3,8.98
zarna.contractor217@example.com,4,6.56
zarna.contractor217@example.com,5,8.57
zarna.contractor217@example.com,6,8.18
zarna.contractor217@example.com,7,8.62
zarna.contractor217@example.com,8,9.91
damyanti.keer218@example.com,1,7.12
damyanti.keer218@example.com,2,7.86
damyanti.keer218@example.com,3,8.72
damyanti.keer218@example.com,4,8.22
damyanti.keer218@example.com,5,9.71
damyanti.keer218@example.com,6,7.9
damyanti.keer218@example.com,7,6.54
damyanti.keer218@example.com,8,7.91
irya.walia219@example.com,1,7.1
irya.walia219@example.com,2,9.2
irya.walia219@example.com,3,8.12
irya.walia219@example.com,4,9.95
irya.walia219@example.com,5,8.14
irya.walia219@example.com,6,8.95
irya.walia219@example.com,7,8.8
irya.walia219@example.com,8,7.78
patrick.subramaniam220@example.com,1,8.02
patrick.subramaniam220@example.com,2,9.02
patrick.subramaniam220@example.com,3,9.09
patrick.subramaniam220@example.com,4,9.61
patrick.subramaniam220@example.com,5,7.86
patrick.subramaniam220@example.com,6,8.61
patrick.subramaniam220@example.com,7,7.92
patrick.subramaniam220@example.com,8,6.2
vrinda.vaidya221@example.com,1,7.1
vrinda.vaidya221@example.com,2,6.56
vrinda.vaidya221@example.com,3,6.99
vrinda.vaidya221@example.com,4,8.97
vrinda.vaidya221@example.com,5,8.25
vrinda.vaidya221@example.com,6,9.52
vrinda.vaidya221@example.com,7,9.2
vrinda.vaidya221@example.com,8,9.9
elijah.handa222@example.com,1,9.87
elijah.handa222@example.com,2,8.66
elijah.handa222@example.com,3,9.64
elijah.handa222@example.com,4,9.96
elijah.handa222@example.com,5,6.45
elijah.handa222@example.com,6,8.76
elijah.handa222@example.com,7,7.54
elijah.handa222@example.com,8,7.36
benjamin.pandit223@example.com,1,6.76
benjamin.pandit223@example.com,2,7.13
benjamin.pandit223@example.com,3,8.65
benjamin.pandit223@example.com,4,6.06
benjamin.pandit223@example.com,5,9.05
benjamin.pandit223@example.com,6,8.84
benjamin.pandit223@example.com,7,7.07
benjamin.pandit223@example.com,8,6.64
balvan.kannan224@example.com,1,9.07
balvan.kannan224@example.com,2,8.76
balvan.kannan224@example.com,3,9.81
balvan.kannan224@example.com,4,8.11
balvan.kannan224@example.com,5,8.16
balvan.kannan224@example.com,6,6.07
balvan.kannan224@example.com,7,6.21
balvan.kannan224@example.com,8,7.46
kevin.bhandari225@example.com,1,9.21
kevin.bhandari225@example.com,2,9.3
kevin.bhandari225@example.com,3,9.39
kevin.bhandari225@example.com,4,9.08
kevin.bhandari225@example.com,5,6.39
kevin.bhandari225@example.com,6,8.43
kevin.bhandari225@example.com,7,9.05
kevin.bhandari225@example.com,8,6.65
dhriti.nayar226@example.com,1,9.42
dhriti.nayar226@example.com,2,8.78
dhriti.nayar226@example.com,3,6.66
dhriti.nayar226@example.com,4,8.52
dhriti.nayar226@example.com,5,6.12
dhriti.nayar226@example.com,6,7.07
dhriti.nayar226@example.com,7,9.24
dhriti.nayar226@example.com,8,7.25
arunima.bajwa227@example.com,1,8.23
arunima.bajwa227@example.com,2,8.58
arunima.bajwa227@example.com,3,7.63
arunima.bajwa227@example.com,4,7.87
arunima.bajwa227@example.com,5,8.1
arunima.bajwa227@example.com,6,7.07
arunima.bajwa227@example.com,7,6.6
arunima.bajwa227@example.com,8,7.32
omaja.tella228@example.com,1,6.2
omaja.tella228@example.com,2,8.67
omaja.tella228@example.com,3,6.6
omaja.tella228@example.com,4,8.44
omaja.tella228@example.com,5,7.6
omaja.tella228@example.com,6,7.06
omaja.tella228@example.com,7,7.14
omaja.tella228@example.com,8,9.45
charita.gara229@example.com,1,6.21
charita.gara229@example.com,2,9.04
charita.gara229@example.com,3,7.63
charita.gara229@example.com,4,7.13
charita.gara229@example.com,5,9.08
charita.gara229@example.com,6,6.42
charita.gara229@example.com,7,8.34
charita.gara229@example.com,8,7.49
upma.kumar230@example.com,1,6.38
upma.kumar230@example.com,2,7.5
upma.kumar230@example.com,3,7.37
upma.kumar230@example.com,4,6.42
upma.kumar230@example.com,5,8.61
upma.kumar230@example.com,6,7.06
upma.kumar230@example.com,7,6.59
upma.kumar230@example.com,8,8.73
ojasvi.aggarwal231@example.com,1,7.37
ojasvi.aggarwal231@example.com,2,7.97
ojasvi.aggarwal231@example.com,3,6.79
ojasvi.aggarwal231@example.com,4,9.33
ojasvi.aggarwal231@example.com,5,7.85
ojasvi.aggarwal231@example.com,6,7.51
ojasvi.aggarwal231@example.com,7,7.95
ojasvi.aggarwal231@example.com,8,7.91
dalbir.ram232@example.com,1,8.81
dalbir.ram232@example.com,2,7.34
dalbir.ram232@example.com,3,9.24
dalbir.ram232@example.com,4,6.5
dalbir.ram232@example.com,5,7.14
dalbir.ram232@example.com,6,6.45
dalbir.ram232@example.com,7,7.27
dalbir.ram232@example.com,8,8.89
raagini.mitra233@example.com,1,6.06
raagini.mitra233@example.com,2,9.14
raagini.mitra233@example.com,3,8.84
raagini.mitra233@example.com,4,7.65
raagini.mitra233@example.com,5,8.3
raagini.mitra233@example.com,6,8.06
raagini.mitra233@example.com,7,6.85
raagini.mitra233@example.com,8,7.03
inaya.bumb234@example.com,1,9.95
inaya.bumb234@example.com,2,8.34
inaya.bumb234@example.com,3,6.44
inaya.bumb234@example.com,4,7.7
inaya.bumb234@example.com,5,8.37
inaya.bumb234@example.com,6,7.45
inaya.bumb234@example.com,7,7.25
inaya.bumb234@example.com,8,8.05
pratyush.batra235@example.com,1,7.26
pratyush.batra235@example.com,2,8.72
pratyush.batra235@example.com,3,8.84
pratyush.batra235@example.com,4,9.47
pratyush.batra235@example.com,5,7.58
pratyush.batra235@example.com,6,7.94
pratyush.batra235@example.com,7,9.21
pratyush.batra235@example.com,8,7.88
chasmum.sengupta236@example.com,1,9.89
chasmum.sengupta236@example.com,2,9.74
chasmum.sengupta236@example.com,3,8.31
chasmum.sengupta236@example.com,4,9.0
chasmum.sengupta236@example.com,5,8.89
chasmum.sengupta236@example.com,6,9.99
chasmum.sengupta236@example.com,7,7.7
chasmum.sengupta236@example.com,8,7.64
janani.chatterjee237@example.com,1,8.23
janani.chatterjee237@example.com,2,9.7
janani.chatterjee237@example.com,3,8.41
janani.chatterjee237@example.com,4,8.82
janani.chatterjee237@example.com,5,9.65
janani.chatterjee237@example.com,6,9.54
janani.chatterjee237@example.com,7,9.7
janani.chatterjee237@example.com,8,6.99
pavani.lata238@example.com,1,8.48
pavani.lata238@example.com,2,8.24
pavani.lata238@example.com,3,7.54
pavani.lata238@example.com,4,9.03
pavani.lata238@example.com,5,8.87
pavani.lata238@example.com,6,9.61
pavani.lata238@example.com,7,7.91
pavani.lata238@example.com,8,6.33
omkaar.bawa239@example.com,1,8.57
omkaar.bawa239@example.com,2,6.59
omkaar.bawa239@example.com,3,9.53
omkaar.bawa239@example.com,4,7.06
omkaar.bawa239@example.com,5,6.66
omkaar.bawa239@example.com,6,7.87
omkaar.bawa239@example.com,7,8.49
omkaar.bawa239@example.com,8,8.18
deepa.palla240@example.com,1,7.21
deepa.palla240@example.com,2,7.39
deepa.palla240@example.com,3,8.9
deepa.palla240@example.com,4,9.52
deepa.palla240@example.com,5,6.31
deepa.palla240@example.com,6,6.31
deepa.palla240@example.com,7,9.51
deepa.palla240@example.com,8,9.1
tamanna.walia241@example.com,1,7.44
tamanna.walia241@example.com,2,8.59
tamanna.walia241@example.com,3,7.76
tamanna.walia241@example.com,4,7.02
tamanna.walia241@example.com,5,9.79
tamanna.walia241@example.com,6,7.82
tamanna.walia241@example.com,7,7.36
tamanna.walia241@example.com,8,6.62
rachita.mangal242@example.com,1,8.13
rachita.mangal242@example.com,2,8.02
rachita.mangal242@example.com,3,9.6
rachita.mangal242@example.com,4,7.75
rachita.mangal242@example.com,5,7.33
rachita.mangal242@example.com,6,9.72
rachita.mangal242@example.com,7,6.6
rachita.mangal242@example.com,8,8.21
urvi.bath243@example.com,1,6.05
urvi.bath243@example.com,2,6.85
urvi.bath243@example.com,3,7.33
urvi.bath243@example.com,4,8.82
urvi.bath243@example.com,5,9.57
urvi.bath243@example.com,6,6.53
urvi.bath243@example.com,7,8.42
urvi.bath243@example.com,8,6.31
charvi.mand244@example.com,1,6.83
charvi.mand244@example.com,2,7.85
charvi.mand244@example.com,3,7.09
charvi.mand244@example.com,4,7.74
charvi.mand244@example.com,5,8.82
charvi.mand244@example.com,6,6.11
charvi.mand244@example.com,7,9.48
charvi.mand244@example.com,8,6.18
omya.chaudhry245@example.com,1,7.72
omya.chaudhry245@example.com,2,9.1
omya.chaudhry245@example.com,3,6.15
omya.chaudhry245@example.com,4,8.59
omya.chaudhry245@example.com,5,7.39
omya.chaudhry245@example.com,6,8.21
omya.chaudhry245@example.com,7,8.14
omya.chaudhry245@example.com,8,7.1
caleb.loyal246@example.com,1,6.39
caleb.loyal246@example.com,2,7.34
caleb.loyal246@example.com,3,9.93
caleb.loyal246@example.com,4,8.02
caleb.loyal246@example.com,5,6.78
caleb.loyal246@example.com,6,7.58
caleb.loyal246@example.com,7,9.02
caleb.loyal246@example.com,8,9.46
samesh.kala247@example.com,1,8.4
samesh.kala247@example.com,2,9.78
samesh.kala247@example.com,3,8.54
samesh.kala247@example.com,4,7.85
samesh.kala247@example.com,5,6.38
samesh.kala247@example.com,6,6.0
samesh.kala247@example.com,7,8.43
samesh.kala247@example.com,8,8.56
krish.bains248@example.com,1,6.89
krish.bains248@example.com,2,9.25
krish.bains248@example.com,3,9.66
krish.bains248@example.com,4,8.83
krish.bains248@example.com,5,7.88
krish.bains248@example.com,6,6.35
krish.bains248@example.com,7,8.91
krish.bains248@example.com,8,8.72
ijaya.gala249@example.com,1,9.81
ijaya.gala249@example.com,2,6.97
ijaya.gala249@example.com,3,6.2
ijaya.gala249@example.com,4,6.9
ijaya.gala249@example.com,5,8.09
ijaya.gala249@example.com,6,9.34
ijaya.gala249@example.com,7,9.81
ijaya.gala249@example.com,8,7.49
rishi.radhakrishnan250@example.com,1,7.32
rishi.radhakrishnan250@example.com,2,8.36
rishi.radhakrishnan250@example.com,3,8.64
rishi.radhakrishnan250@example.com,4,8.39
rishi.radhakrishnan250@example.com,5,8.52
rishi.radhakrishnan250@example.com,6,8.36
rishi.radhakrishnan250@example.com,7,7.85
rishi.radhakrishnan250@example.com,8,6.97
pooja.natt251@example.com,1,6.51
pooja.natt251@example.com,2,7.48
pooja.natt251@example.com,3,8.91
pooja.natt251@example.com,4,8.44
pooja.natt251@example.com,5,6.85
pooja.natt251@example.com,6,8.37
pooja.natt251@example.com,7,6.12
pooja.natt251@example.com,8,7.76
vanya.ranganathan252@example.com,1,7.5
vanya.ranganathan252@example.com,2,6.22
vanya.ranganathan252@example.com,3,7.03
vanya.ranganathan252@example.com,4,9.56
vanya.ranganathan252@example.com,5,8.77
vanya.ranganathan252@example.com,6,8.2
vanya.ranganathan252@example.com,7,8.93
vanya.ranganathan252@example.com,8,7.81
zinal.hayer253@example.com,1,7.36
zinal.hayer253@example.com,2,9.53
zinal.hayer253@example.com,3,7.21
zinal.hayer253@example.com,4,7.4
zinal.hayer253@example.com,5,7.87
zinal.hayer253@example.com,6,6.19
zinal.hayer253@example.com,7,6.97
zinal.hayer253@example.com,8,7.26
om.salvi254@example.com,1,7.69
om.salvi254@example.com,2,7.54
om.salvi254@example.com,3,6.62
om.salvi254@example.com,4,8.45
om.salvi254@example.com,5,9.54
om.salvi254@example.com,6,8.87
om.salvi254@example.com,7,9.54
om.salvi254@example.com,8,7.3
luke.chakrabarti255@example.com,1,6.68
luke.chakrabarti255@example.com,2,9.05
luke.chakrabarti255@example.com,3,9.35
luke.chakrabarti255@example.com,4,9.45
luke.chakrabarti255@example.com,5,6.15
luke.chakrabarti255@example.com,6,8.87
luke.chakrabarti255@example.com,7,9.25
luke.chakrabarti255@example.com,8,9.87
chatresh.nigam256@example.com,1,8.03
chatresh.nigam256@example.com,2,8.96
chatresh.nigam256@example.com,3,9.03
chatresh.nigam256@example.com,4,8.36
chatresh.nigam256@example.com,5,6.83
chatresh.nigam256@example.com,6,7.05
chatresh.nigam256@example.com,7,7.24
chatresh.nigam256@example.com,8,8.77
vincent.chada257@example.com,1,8.44
vincent.chada257@example.com,2,7.0
vincent.chada257@example.com,3,9.03
vincent.chada257@example.com,4,7.88
vincent.chada257@example.com,5,6.39
vincent.chada257@example.com,6,7.68
vincent.chada257@example.com,7,8.28
vincent.chada257@example.com,8,9.47
ekiya.singhal258@example.com,1,6.87
ekiya.singhal258@example.com,2,8.16
ekiya.singhal258@example.com,3,8.89
ekiya.singhal258@example.com,4,8.52
ekiya.singhal258@example.com,5,6.29
ekiya.singhal258@example.com,6,9.92
ekiya.singhal258@example.com,7,8.6
ekiya.singhal258@example.com,8,9.05
timothy.sibal259@example.com,1,9.82
timothy.sibal259@example.com,2,6.06
timothy.sibal259@example.com,3,7.8
timothy.sibal259@example.com,4,8.93
timothy.sibal259@example.com,5,8.93
timothy.sibal259@example.com,6,6.26
timothy.sibal259@example.com,7,8.6
timothy.sibal259@example.com,8,9.52
kashish.ghosh260@example.com,1,7.63
kashish.ghosh260@example.com,2,7.76
kashish.ghosh260@example.com,3,9.79
kashish.ghosh260@example.com,4,6.15
kashish.ghosh260@example.com,5,9.23
kashish.ghosh260@example.com,6,6.01
kashish.ghosh260@example.com,7,6.96
kashish.ghosh260@example.com,8,8.99
alexander.rastogi261@example.com,1,6.91
alexander.rastogi261@example.com,2,8.91
alexander.rastogi261@example.com,3,6.81
alexander.rastogi261@example.com,4,6.92
alexander.rastogi261@example.com,5,8.55
alexander.rastogi261@example.com,6,8.73
alexander.rastogi261@example.com,7,6.0
alexander.rastogi261@example.com,8,7.94
adweta.choudhry262@example.com,1,8.4
adweta.choudhry262@example.com,2,8.49
adweta.choudhry262@example.com,3,9.44
adweta.choudhry262@example.com,4,7.92
adweta.choudhry262@example.com,5,9.54
adweta.choudhry262@example.com,6,6.74
adweta.choudhry262@example.com,7,9.85
adweta.choudhry262@example.com,8,8.16
devika.chana263@example.com,1,7.39
devika.chana263@example.com,2,8.9
devika.chana263@example.com,3,8.98
devika.chana263@example.com,4,7.84
devika.chana263@example.com,5,6.82
devika.chana263@example.com,6,9.07
devika.chana263@example.com,7,7.23
devika.chana263@example.com,8,7.55
harsh.shanker264@example.com,1,7.78
harsh.shanker264@example.com,2,8.47
harsh.shanker264@example.com,3,9.41
harsh.shanker264@example.com,4,9.03
harsh.shanker264@example.com,5,7.46
harsh.shanker264@example.com,6,6.23
harsh.shanker264@example.com,7,9.05
harsh.shanker264@example.com,8,7.44
alka.date265@example.com,1,7.49
alka.date265@example.com,2,6.02
alka.date265@example.com,3,9.96
alka.date265@example.com,4,6.16
alka.date265@example.com,5,6.77
alka.date265@example.com,6,7.26
alka.date265@example.com,7,6.97
alka.date265@example.com,8,6.2
samesh.natt266@example.com,1,8.68
samesh.natt266@example.com,2,6.44
samesh.natt266@example.com,3,7.18
samesh.natt266@example.com,4,6.94
samesh.natt266@example.com,5,6.96
samesh.natt266@example.com,6,7.26
samesh.natt266@example.com,7,6.19
samesh.natt266@example.com,8,7.24
yashoda.nagi267@example.com,1,9.93
yashoda.nagi267@example.com,2,6.75
yashoda.nagi267@example.com,3,7.59
yashoda.nagi267@example.com,4,7.01
yashoda.nagi267@example.com,5,9.82
yashoda.nagi267@example.com,6,9.38
yashoda.nagi267@example.com,7,6.52
yashoda.nagi267@example.com,8,8.92
michael.keer268@example.com,1,8.78
michael.keer268@example.com,2,6.69
michael.keer268@example.com,3,8.69
michael.keer268@example.com,4,9.43
michael.keer268@example.com,5,9.91
michael.keer268@example.com,6,7.6
michael.keer268@example.com,7,6.6
michael.keer268@example.com,8,7.89
jeremiah.batta269@example.com,1,9.09
jeremiah.batta269@example.com,2,6.56
jeremiah.batta269@example.com,3,9.49
jeremiah.batta269@example.com,4,7.93
jeremiah.batta269@example.com,5,6.3
jeremiah.batta269@example.com,6,9.54
jeremiah.batta269@example.com,7,8.57
jeremiah.batta269@example.com,8,9.2
yashoda.dugar270@example.com,1,8.54
yashoda.dugar270@example.com,2,8.42
yashoda.dugar270@example.com,3,7.05
yashoda.dugar270@example.com,4,6.32
yashoda.dugar270@example.com,5,6.3
yashoda.dugar270@example.com,6,6.34
yashoda.dugar270@example.com,7,6.67
yashoda.dugar270@example.com,8,9.23
william.rastogi271@example.com,1,9.74
william.rastogi271@example.com,2,7.92
william.rastogi271@example.com,3,7.22
william.rastogi271@example.com,4,8.42
william.rastogi271@example.com,5,7.7
william.rastogi271@example.com,6,9.38
william.rastogi271@example.com,7,7.65
william.rastogi271@example.com,8,8.52
yamini.grover272@example.com,1,7.42
yamini.grover272@example.com,2,9.92
yamini.grover272@example.com,3,8.36
yamini.grover272@example.com,4,8.12
yamini.grover272@example.com,5,7.85
yamini.grover272@example.com,6,8.28
yamini.grover272@example.com,7,9.71
yamini.grover272@example.com,8,7.6
barkha.kohli273@example.com,1,6.15
barkha.kohli273@example.com,2,8.06
barkha.kohli273@example.com,3,7.55
barkha.kohli273@example.com,4,7.87
barkha.kohli273@example.com,5,6.76
barkha.kohli273@example.com,6,9.93
barkha.kohli273@example.com,7,9.76
barkha.kohli273@example.com,8,6.5
ekbal.pradhan274@example.com,1,6.55
ekbal.pradhan274@example.com,2,8.38
ekbal.pradhan274@example.com,3,8.43
